0.000   -0.013832620000        
          11.000   -0.015528240000        
          21.999    0.011589580000        
          33.999    0.010259610000        
          44.999    0.002538660000        
          55.999    0.009292940000        
          66.998    0.007597230000        
          77.998    0.011520550000        
          89.998    0.000597500000        
         100.998    0.003995810000        
         111.997    0.003359140000        
         122.997    0.000455520000        
         133.997    0.001134160000        
         144.997    0.002386840000        
         156.996    0.003204910000        
         167.996    0.011574780000        
         178.996   -0.006901360000        
         189.996   -0.012286380000        
         200.995    0.001695560000        
         212.995    0.006817240000        
         223.995   -0.020142500000        
         234.995   -0.015359710000        
         245.994    0.005941450000        
         256.994    0.002168990000        
         268.994    0.006351440000        
         279.994    0.000717200000        
         290.993    0.001068120000        
         301.993    0.007762160000        
         312.993   -0.015183290000        
         323.993   -0.006725900000        
         335.992    0.018408310000        
         346.992    0.006109680000        
         357.992   -0.018298050000        
         368.992   -0.017258560000        
         379.991   -0.017239070000        
         391.991   -0.007991500000        
         402.991   -0.004244430000        
         413.991   -0.022883280000        
         424.990   -0.006786520000        
         435.990   -0.015125290000        
         446.990   -0.002547230000        
         458.990   -0.011361100000        
         469.989   -0.027599380000        
         480.989   -0.002721630000        
         491.989    0.003527900000        
         502.989    0.012270510000        
         514.988    0.016963610000        
         525.988    0.015867110000        
         536.988    0.003909550000        
         547.988    0.007280810000        
         564.987    0.014366930000        
         575.987    0.018017610000        
         586.987    0.008137010000        
         597.986    0.001650380000        
         609.986    0.002411040000        
         620.986    0.005251020000        
         631.986   -0.001140250000        
         642.985   -0.010268370000        
         653.985   -0.015997510000        
         664.985   -0.013210410000        
         676.985    0.008240570000        
         687.984   -0.019480020000        
         698.984   -0.006226220000        
         709.984    0.003084520000        
         720.984    0.015129940000        
         732.983    0.009427250000        
         743.983    0.000158780000        
         754.983    0.006497840000        
         765.983    0.000590040000        
         776.982    0.011394730000        
         788.982    0.008617590000        
         799.982    0.014559890000        
         810.982   -0.004465620000        
         821.981   -0.003279190000        
         832.981   -0.009069650000        
         843.981    0.002721560000        
         855.980    0.005079390000        
         866.980    0.000780870000        
         877.980   -0.003332600000        
         888.980    0.009036370000        
         899.979    0.000933580000        
         911.979    0.020300190000        
         922.979   -0.002281380000        
         933.979    0.009728960000        
         944.978   -0.007776330000        
         955.978   -0.003977940000        
         967.978    0.014576740000        
         978.978    0.022349510000        
         989.977    0.017233340000        
        1000.977    0.012215290000        
        1011.977    0.013475080000        
        1022.977    0.017801590000        
        1034.976    0.015070670000        
        1045.976    0.014582240000        
        1056.976    0.014128480000        
        1067.976    0.018936170000        
        1078.975    0.015301880000        
        1090.975    0.028607800000        
        1101.975    0.020598140000        
        1112.975    0.012575160000        
        1123.974    0.011280660000        
        1134.974    0.001862990000        
        1146.974    0.018622000000        
